question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,retrieved_chunk_ids,retrieved_documents,retrieved_pages,dense_ranks,bm25_ranks,hybrid_scores,notes
V2Q078,What kinds of behaviour should a student or staff member recognise as potential bullying that may need to be raised?,procedural,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p18_c3,1,UOL_diversity-equality-opportunity-policy.pdf_p18_c2,"University of Liverpool Diversity, Equality and Opportunity Policy",0.01639344262295082,False,False,False,0.0,0.0,False,0.0,0.033343999879434705,"UOL_diversity-equality-opportunity-policy.pdf_p18_c2 | UOL_diversity-equality-opportunity-policy.pdf_p5_c3 | UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c1 | UOL_diversity-equality-opportunity-policy.pdf_p18_c1","University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | Student Attendance Policy — Revised July 2025, Version 1.3 | University of Liverpool Diversity, Equality and Opportunity Policy",18 | 5 | 23 | 2 | 18,1 | 2 | 5 | NA | 3,1 | 7 | 19 | 2 | NA,0.016393 | 0.015527 | 0.014021 | 0.008065 | 0.007937,"Ask about a process, sequence, requirement, deadline or action described by the evidence."
V2Q079,How can non-consensual sexual touching be categorised under the indicative conduct sanctions?,factual,easy,Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct2.pdf_p7_c2,1,UOL_student_conduct2.pdf_p7_c2,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.016133229247983348,True,True,True,0.2,1.0,True,1.0,0.028637500014156103,UOL_student_conduct2.pdf_p7_c2 | UOL_student_conduct2.pdf_p8_c4 | UOL_diversity-equality-opportunity-policy.pdf_p22_c2 | UOL_student_conduct2.pdf_p7_c1 | UOL_student_conduct2.pdf_p8_c3,"Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Diversity, Equality and Opportunity Policy | Student Conduct Breaches and Indicative Sanctions — Appendix B | Student Conduct Breaches and Indicative Sanctions — Appendix B",7 | 8 | 22 | 7 | 8,1 | 3 | 7 | 2 | 6,3 | 1 | 2 | 11 | 14,0.016133 | 0.016133 | 0.015527 | 0.015107 | 0.014333,Write a direct factual question answerable from the gold evidence.
V2Q080,How long does protection against maternity discrimination apply in the non-work context after giving birth?,paraphrased,medium,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p14_c3,1,UOL_diversity-equality-opportunity-policy.pdf_p14_c3,"University of Liverpool Diversity, Equality and Opportunity Policy",0.01639344262295082,True,True,True,0.2,1.0,True,1.0,0.028466399991884828,UOL_diversity-equality-opportunity-policy.pdf_p14_c3 | UOL_diversity-equality-opportunity-policy.pdf_p14_c2 | UOL_diversity-equality-opportunity-policy.pdf_p20_c1 | UOL_diversity-equality-opportunity-policy.pdf_p24_c1 | UOL_diversity-equality-opportunity-policy.pdf_p14_c1,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",14 | 14 | 20 | 24 | 14,1 | 2 | 3 | 5 | 11,1 | 2 | 4 | 5 | 3,0.016393 | 0.016129 | 0.015749 | 0.015385 | 0.014979,Write the question using wording different from the source while preserving the same meaning.
V2Q081,What kind of environment does the University say it is committed to providing under its equality policy?,factual,easy,"University of Liverpool Diversity, Equality and Opportunity Policy",UOL_diversity-equality-opportunity-policy.pdf_p5_c2,1,UOL_diversity-equality-opportunity-policy.pdf_p4_c1,"University of Liverpool Diversity, Equality and Opportunity Policy",0.01565940787863959,False,False,False,0.0,0.0,False,0.0,0.0429788997862488,UOL_diversity-equality-opportunity-policy.pdf_p4_c1 | UOL_diversity-equality-opportunity-policy.pdf_p7_c1 | UOL_diversity-equality-opportunity-policy.pdf_p11_c1 | UOL_diversity-equality-opportunity-policy.pdf_p10_c1 | UOL_diversity-equality-opportunity-policy.pdf_p4_c3,"University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",4 | 7 | 11 | 10 | 4,1 | 3 | 2 | 9 | 5,7 | 6 | 9 | 2 | 12,0.015659 | 0.015512 | 0.015311 | 0.015311 | 0.014637,Write a direct factual question answerable from the gold evidence.
V2Q082,What are the three stages of the Student Complaints Procedure described in the Postgraduate Handbook?,paraphrased,medium,University of Liverpool Postgraduate Handbook,UOL_postgraduate_handbook.pdf_p38_c5,1,UOL_postgraduate_handbook.pdf_p38_c4,University of Liverpool Postgraduate Handbook,0.016133229247983348,False,False,False,0.0,0.0,False,0.0,0.028109600069001317,"UOL_postgraduate_handbook.pdf_p38_c4 | UOL_undergraduate_handbook.pdf_p42_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p18_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p18_c4 | UOL_undergraduate_handbook.pdf_p42_c9",University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | University of Liverpool Undergraduate Handbook,38 | 42 | 18 | 18 | 42,3 | 2 | 13 | 17 | 6,1 | 2 | 4 | 3 | 15,0.016133 | 0.016129 | 0.014662 | 0.01443 | 0.014242,Write the question using wording different from the source while preserving the same meaning.
V2Q083,Do the Undergraduate and Postgraduate Handbooks give materially different advice on securing personal belongings and reporting theft?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p13_c5 | UOL_postgraduate_handbook.pdf_p13_c6,2,UOL_undergraduate_handbook.pdf_p13_c4,University of Liverpool Undergraduate Handbook,0.015443098123069612,False,False,True,0.2,0.5,False,0.25,0.030311800073832273,UOL_undergraduate_handbook.pdf_p13_c4 | UOL_postgraduate_handbook.pdf_p13_c4 | UOL_undergraduate_handbook.pdf_p13_c3 | UOL_undergraduate_handbook.pdf_p13_c5 | UOL_postgraduate_handbook.pdf_p13_c5,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,13 | 13 | 13 | 13 | 13,9 | 10 | 1 | 4 | 5,1 | 2 | 18 | 15 | 14,0.015443 | 0.015207 | 0.014607 | 0.014479 | 0.014449,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q084,How do the Undergraduate and Postgraduate Handbooks advise a student who has been a victim of crime and also needs ongoing support?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c8,2,UOL_extenuating_circumstances_policy.pdf_p9_c4,University of Liverpool Extenuating Circumstances Policy,0.015512265512265512,False,True,True,0.4,1.0,True,0.3333333333333333,0.03631279990077019,UOL_extenuating_circumstances_policy.pdf_p9_c4 | UOL_postgraduate_handbook.pdf_p36_c9 | UOL_undergraduate_handbook.pdf_p14_c8 | UOL_postgraduate_handbook.pdf_p14_c8 | UOL_student_conduct1.pdf_p9_c2,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | Student Conduct Procedures — Appendix A,9 | 36 | 14 | 14 | 9,6 | 1 | NA | NA | 2,3 | NA | 1 | 2 | NA,0.015512 | 0.008197 | 0.008197 | 0.008065 | 0.008065,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q085,How do the Undergraduate and Postgraduate Handbooks differ in the award requirements described in these sections?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p29_c9 | UOL_postgraduate_handbook.pdf_p23_c2,2,UOL_postgraduate_handbook.pdf_p24_c2,University of Liverpool Postgraduate Handbook,0.013986697965571206,False,False,False,0.0,0.0,False,0.0,0.028993300162255764,"UOL_postgraduate_handbook.pdf_p24_c2 | UOL_undergraduate_handbook.pdf_p32_c9 | UOL_postgraduate_handbook.pdf_p1_c1 | UOL_postgraduate_handbook.pdf_p24_c10 | UOL_payment_policy_2026,2027.pdf_p4_c4",University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Payment Policy 2026-27,24 | 32 | 1 | 24 | 4,11 | NA | 1 | 2 | NA,12 | 1 | NA | NA | 2,0.013987 | 0.008197 | 0.008197 | 0.008065 | 0.008065,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q086,How do the Undergraduate and Postgraduate Handbooks distinguish the complaints route from an assessment appeal?,multi_document_comparison,hard,University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook,UOL_undergraduate_handbook.pdf_p42_c1 | UOL_postgraduate_handbook.pdf_p38_c5,2,UOL_postgraduate_handbook.pdf_p37_c9,University of Liverpool Postgraduate Handbook,0.015141165755919854,False,False,False,0.0,0.0,False,0.0,0.028183399932458997,UOL_postgraduate_handbook.pdf_p37_c9 | UOL_undergraduate_handbook.pdf_p41_c10 | UOL_student_conduct1.pdf_p10_c3 | UOL_student_conduct1.pdf_p10_c2 | UOL_student_conduct1.pdf_p26_c1,University of Liverpool Postgraduate Handbook | University of Liverpool Undergraduate Handbook | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,37 | 41 | 10 | 10 | 26,1 | 5 | 18 | 17 | 13,12 | 13 | 3 | 6 | 19,0.015141 | 0.014542 | 0.014347 | 0.014069 | 0.013178,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q087,How does the Student Attendance Policy connect ordinary attendance responsibilities with Student Route compliance?,multi_document_comparison,hard,"Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c2 | UOL_UKVI_complience.pdf_p3_c3",2,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5","Student Attendance Policy — Revised July 2025, Version 1.3",0.014141613924050632,False,False,False,0.0,0.0,False,0.0,0.03048110008239746,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p9_c5 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c1 | UOL_UKVI_complience.pdf_p8_c4 | UOL_UKVI_complience.pdf_p11_c6 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p5_c5","Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Attendance Policy — Revised July 2025, Version 1.3",9 | 4 | 8 | 11 | 5,19 | 6 | 13 | NA | 1,4 | 18 | 14 | 1 | NA,0.014142 | 0.013986 | 0.013606 | 0.008197 | 0.008197,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q088,How do monitoring expectations differ for a postgraduate student working on a dissertation and a Student Route student studying abroad?,multi_document_comparison,hard,"Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c3 | UOL_UKVI_complience.pdf_p10_c2",2,UOL_UKVI_complience.pdf_p10_c2,Policy on UKVI Compliance — Student Route,0.01626123744050767,True,True,True,0.2,0.5,False,1.0,0.041645599994808435,"UOL_UKVI_complience.pdf_p10_c2 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c4 | UOL_UKVI_complience.pdf_p10_c3 | UOL_student_guide_visa_holders.pdf_p9_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c2","Policy on UKVI Compliance — Student Route | Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route | Student Guide for UK Visa Holders 2026 | Student Attendance Policy — Revised July 2025, Version 1.3",10 | 2 | 10 | 9 | 2,1 | 2 | 10 | 9 | 6,2 | 3 | 4 | 7 | 11,0.016261 | 0.016001 | 0.014955 | 0.014709 | 0.014618,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q089,What do the visa-holder guide and UKVI compliance policy say about Student Route sponsorship during an approved period of study abroad?,multi_document_comparison,hard,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,UOL_student_guide_visa_holders.pdf_p9_c4 | UOL_UKVI_complience.pdf_p10_c2,2,UOL_UKVI_complience.pdf_p10_c3,Policy on UKVI Compliance — Student Route,0.016009221311475412,False,False,False,0.0,0.0,False,0.0,0.028715600026771426,UOL_UKVI_complience.pdf_p10_c3 | UOL_UKVI_complience.pdf_p10_c1 | UOL_UKVI_complience.pdf_p11_c1 | UOL_UKVI_complience.pdf_p10_c5 | UOL_UKVI_complience.pdf_p5_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,10 | 10 | 11 | 10 | 5,4 | 2 | 9 | 3 | 5,1 | 5 | 3 | 10 | 9,0.016009 | 0.015757 | 0.015183 | 0.015079 | 0.014939,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q090,How do the visa-holder guide and UKVI compliance policy describe the University's document-checking responsibilities for Student Route students?,multi_document_comparison,hard,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,UOL_student_guide_visa_holders.pdf_p4_c2 | UOL_UKVI_complience.pdf_p3_c3,2,UOL_UKVI_complience.pdf_p13_c7,Policy on UKVI Compliance — Student Route,0.016133229247983348,False,False,False,0.0,0.0,False,0.0,0.0326619001571089,"UOL_UKVI_complience.pdf_p13_c7 | UOL_UKVI_complience.pdf_p2_c5 | UOL_UKVI_complience.pdf_p6_c1 | UOL_UKVI_complience.pdf_p2_c6 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p8_c3","Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Student Attendance Policy — Revised July 2025, Version 1.3",13 | 2 | 6 | 2 | 8,1 | 7 | 3 | 11 | 10,3 | 1 | 12 | 5 | 10,0.016133 | 0.015659 | 0.014881 | 0.014735 | 0.014286,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q091,What different roles do Appendix A and Appendix B play when the University handles a student-conduct case?,multi_document_comparison,hard,Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct1.pdf_p8_c2 | UOL_student_conduct2.pdf_p12_c1,2,UOL_student_conduct1.pdf_p11_c1,Student Conduct Procedures — Appendix A,0.01510676965015902,False,False,False,0.0,0.0,False,0.0,0.0355549999512732,UOL_student_conduct1.pdf_p11_c1 | UOL_student_conduct1.pdf_p15_c2 | UOL_student_conduct1.pdf_p15_c3 | UOL_postgraduate_handbook.pdf_p36_c10 | UOL_student_conduct1.pdf_p7_c2,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook | Student Conduct Procedures — Appendix A,11 | 15 | 15 | 36 | 7,11 | 10 | 12 | 13 | 17,2 | 3 | 5 | 6 | 9,0.015107 | 0.015079 | 0.014637 | 0.014425 | 0.01374,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q092,How do mitigating factors considered under Appendix A relate to the sanctions described in Appendix B?,multi_document_comparison,hard,Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct1.pdf_p21_c4 | UOL_student_conduct2.pdf_p2_c4,2,UOL_student_conduct1.pdf_p4_c4,Student Conduct Procedures — Appendix A,0.016133229247983348,False,False,True,0.2,0.5,False,0.2,0.0278825000859797,UOL_student_conduct1.pdf_p4_c4 | UOL_student_conduct1.pdf_p15_c2 | UOL_student_conduct2.pdf_p2_c2 | UOL_undergraduate_handbook.pdf_p40_c10 | UOL_student_conduct1.pdf_p21_c4,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Undergraduate Handbook | Student Conduct Procedures — Appendix A,4 | 15 | 2 | 40 | 21,3 | 1 | 5 | 4 | 15,1 | 4 | 3 | 13 | 5,0.016133 | 0.016009 | 0.015629 | 0.014662 | 0.014359,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q093,"If a student receives a local disciplinary sanction for abusive conduct in an intimate relationship, what does the conduct framework say about the seriousness of the breach and the grounds for appeal?",multi_document_synthesis,hard,Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct1.pdf_p7_c3 | UOL_student_conduct2.pdf_p8_c1,2,UOL_student_conduct2.pdf_p5_c1,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.01639344262295082,False,False,False,0.0,0.0,False,0.0,0.03934969985857606,UOL_student_conduct2.pdf_p5_c1 | UOL_postgraduate_handbook.pdf_p36_c1 | UOL_student_conduct1.pdf_p8_c2 | UOL_student_conduct1.pdf_p3_c4 | UOL_undergraduate_handbook.pdf_p40_c1,Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Postgraduate Handbook | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | University of Liverpool Undergraduate Handbook,5 | 36 | 8 | 3 | 40,1 | 3 | 12 | 5 | 8,1 | 4 | 2 | 9 | 6,0.016393 | 0.015749 | 0.015009 | 0.014939 | 0.014929,Write a question whose complete answer requires combining evidence from both gold documents.
V2Q094,"How can a complaint involving harassment or sexual misconduct move into the student-conduct process, including where the original report is anonymous?",multi_document_synthesis,hard,Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_student_conduct1.pdf_p3_c3",2,UOL_student_conduct1.pdf_p3_c2,Student Conduct Procedures — Appendix A,0.01626123744050767,False,False,True,0.2,0.5,False,0.25,0.03215089999139309,"UOL_student_conduct1.pdf_p3_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1 | UOL_student_conduct1.pdf_p3_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c3",Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure,3 | 7 | 9 | 3 | 7,1 | 2 | 5 | 3 | 10,2 | 3 | 1 | 7 | 10,0.016261 | 0.016001 | 0.015889 | 0.015399 | 0.014286,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q095,"If a harassment or sexual-misconduct complaint is handled as a student-conduct investigation, what engagement is expected from the students involved?",multi_document_synthesis,hard,Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_student_conduct1.pdf_p12_c3",2,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1",Student Complaints Policy and Procedure,0.015749007936507936,False,False,False,0.0,0.0,False,0.0,0.041862000012770295,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1 | UOL_student_conduct1.pdf_p11_c1 | UOL_postgraduate_handbook.pdf_p36_c8 | UOL_student_conduct1.pdf_p13_c3 | UOL_student_conduct1.pdf_p7_c1",Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | University of Liverpool Postgraduate Handbook | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,9 | 11 | 36 | 13 | 7,4 | 1 | 6 | 8 | 5,3 | 10 | 7 | 9 | 16,0.015749 | 0.01534 | 0.015038 | 0.014599 | 0.014271,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q096,A student has no independent documentary evidence for an extenuating-circumstances claim. How can University support services help both the claim and the student's wider support needs?,multi_document_synthesis,hard,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p7_c2 | UOL_undergraduate_handbook.pdf_p19_c2,2,UOL_extenuating_circumstances_policy.pdf_p6_c4,University of Liverpool Extenuating Circumstances Policy,0.015749007936507936,False,False,False,0.0,0.0,False,0.0,0.03669680003076792,UOL_extenuating_circumstances_policy.pdf_p6_c4 | UOL_undergraduate_handbook.pdf_p18_c8 | UOL_extenuating_circumstances_policy.pdf_p8_c4 | UOL_extenuating_circumstances_policy.pdf_p6_c6 | UOL_extenuating_circumstances_policy.pdf_p7_c6,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,6 | 18 | 8 | 6 | 7,3 | 9 | 4 | 1 | NA,4 | 2 | 8 | 19 | 1,0.015749 | 0.015311 | 0.015165 | 0.014526 | 0.008197,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q097,"If illness or another unavoidable event is likely to make a student miss an assessment, what immediate academic action and support options should they consider?",multi_document_synthesis,hard,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p3_c4 | UOL_undergraduate_handbook.pdf_p19_c2,2,UOL_extenuating_circumstances_policy.pdf_p4_c2,University of Liverpool Extenuating Circumstances Policy,0.014242424242424244,False,False,False,0.0,0.0,False,0.0,0.03363509988412261,"UOL_extenuating_circumstances_policy.pdf_p4_c2 | UOL_student_conduct1.pdf_p13_c3 | UOL_extenuating_circumstances_policy.pdf_p3_c3 | UOL_undergraduate_handbook.pdf_p34_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p5_c2","University of Liverpool Extenuating Circumstances Policy | Student Conduct Procedures — Appendix A | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | Student Attendance Policy — Revised July 2025, Version 1.3",4 | 13 | 3 | 34 | 5,15 | NA | 1 | 2 | NA,6 | 1 | NA | NA | 2,0.014242 | 0.008197 | 0.008197 | 0.008065 | 0.008065,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q098,"How should a student distinguish foreseeable financial difficulty from circumstances that justify an extenuating-circumstances claim, and what other academic option may be relevant?",multi_document_synthesis,hard,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p2_c6 | UOL_postgraduate_handbook.pdf_p33_c5,2,UOL_extenuating_circumstances_policy.pdf_p12_c3,University of Liverpool Extenuating Circumstances Policy,0.016129032258064516,False,False,False,0.0,0.0,False,0.0,0.037625900004059076,UOL_extenuating_circumstances_policy.pdf_p12_c3 | UOL_extenuating_circumstances_policy.pdf_p9_c6 | UOL_extenuating_circumstances_policy.pdf_p11_c4 | UOL_extenuating_circumstances_policy.pdf_p11_c3 | UOL_extenuating_circumstances_policy.pdf_p17_c3,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,12 | 9 | 11 | 11 | 17,2 | 9 | 10 | 16 | 12,2 | 4 | 9 | 5 | 15,0.016129 | 0.015059 | 0.014389 | 0.014271 | 0.013611,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q099,How should a student with a long-term health condition think about reasonable adjustments versus interrupting study?,multi_document_synthesis,hard,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p5_c4 | UOL_postgraduate_handbook.pdf_p33_c5,2,UOL_extenuating_circumstances_policy.pdf_p7_c7,University of Liverpool Extenuating Circumstances Policy,0.01626123744050767,False,False,True,0.2,0.5,False,0.25,0.030889200046658516,UOL_extenuating_circumstances_policy.pdf_p7_c7 | UOL_extenuating_circumstances_policy.pdf_p2_c3 | UOL_extenuating_circumstances_policy.pdf_p2_c4 | UOL_extenuating_circumstances_policy.pdf_p5_c4 | UOL_extenuating_circumstances_policy.pdf_p8_c1,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,7 | 2 | 2 | 5 | 8,2 | 1 | 3 | 5 | 7,1 | 3 | 4 | 5 | 10,0.016261 | 0.016133 | 0.015749 | 0.015385 | 0.014606,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q100,"What must a sponsored student provide for accommodation-fee sponsorship, and what University support may help if they still face financial difficulty?",multi_document_synthesis,hard,University of Liverpool Payment Policy 2026-27 | University of Liverpool Undergraduate Handbook,"UOL_payment_policy_2026,2027.pdf_p9_c1 | UOL_undergraduate_handbook.pdf_p19_c2",2,"UOL_payment_policy_2026,2027.pdf_p9_c1",University of Liverpool Payment Policy 2026-27,0.01639344262295082,True,True,True,0.2,0.5,False,1.0,0.03180689993314445,"UOL_payment_policy_2026,2027.pdf_p9_c1 | UOL_payment_policy_2026,2027.pdf_p3_c1 | UOL_payment_policy_2026,2027.pdf_p2_c1 | UOL_payment_policy_2026,2027.pdf_p4_c4 | UOL_postgraduate_handbook.pdf_p19_c7",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Postgraduate Handbook,9 | 3 | 2 | 4 | 19,1 | 2 | 3 | 7 | 9,1 | 5 | 6 | 4 | 8,0.016393 | 0.015757 | 0.015512 | 0.015275 | 0.014599,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
