question_id,question,question_type,difficulty,gold_documents,gold_chunk_ids,gold_chunk_count,top_1_chunk_id,top_1_document,top_1_score,top_1_hit,hit_at_3,hit_at_5,precision_at_5,recall_at_5,full_evidence_coverage_at_5,mrr_at_5,retrieval_time_seconds,retrieved_chunk_ids,retrieved_documents,retrieved_pages,notes
V2Q001,"A Student Route visa holder spends an intercalated year at another UK university. What evidence must they give Liverpool, and by when?",paraphrased,medium,Policy on UKVI Compliance — Student Route,UOL_UKVI_complience.pdf_p11_c2,1,UOL_UKVI_complience.pdf_p11_c3,Policy on UKVI Compliance — Student Route,0.7692295,False,True,True,0.2,1.0,True,0.5,0.03284749994054437,UOL_UKVI_complience.pdf_p11_c3 | UOL_UKVI_complience.pdf_p11_c2 | UOL_UKVI_complience.pdf_p11_c1 | UOL_UKVI_complience.pdf_p6_c1 | UOL_UKVI_complience.pdf_p6_c2,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,11 | 11 | 11 | 6 | 6,Write the question using wording different from the source while preserving the same meaning.
V2Q087,How does the Student Attendance Policy connect ordinary attendance responsibilities with Student Route compliance?,multi_document_comparison,hard,"Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c2 | UOL_UKVI_complience.pdf_p3_c3",2,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p5_c5","Student Attendance Policy — Revised July 2025, Version 1.3",0.7997301,False,False,False,0.0,0.0,False,0.0,0.020175399957224727,"UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p5_c5 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p12_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p12_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c1 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p8_c1","Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3",5 | 12 | 12 | 2 | 8,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q088,How do monitoring expectations differ for a postgraduate student working on a dissertation and a Student Route student studying abroad?,multi_document_comparison,hard,"Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route","UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c3 | UOL_UKVI_complience.pdf_p10_c2",2,UOL_UKVI_complience.pdf_p10_c2,Policy on UKVI Compliance — Student Route,0.6053027,True,True,True,0.4,1.0,True,1.0,0.016463200096040964,"UOL_UKVI_complience.pdf_p10_c2 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c3 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p4_c2 | UOL_UKVI_complience.pdf_p10_c4","Policy on UKVI Compliance — Student Route | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Student Attendance Policy — Revised July 2025, Version 1.3 | Policy on UKVI Compliance — Student Route",10 | 2 | 4 | 4 | 10,Write a comparison question that genuinely requires evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q089,What do the visa-holder guide and UKVI compliance policy say about Student Route sponsorship during an approved period of study abroad?,multi_document_comparison,hard,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,UOL_student_guide_visa_holders.pdf_p9_c4 | UOL_UKVI_complience.pdf_p10_c2,2,UOL_UKVI_complience.pdf_p3_c1,Policy on UKVI Compliance — Student Route,0.8009391,False,False,False,0.0,0.0,False,0.0,0.020095299929380417,UOL_UKVI_complience.pdf_p3_c1 | UOL_UKVI_complience.pdf_p10_c1 | UOL_UKVI_complience.pdf_p10_c5 | UOL_UKVI_complience.pdf_p10_c3 | UOL_UKVI_complience.pdf_p5_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,3 | 10 | 10 | 10 | 5,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q090,How do the visa-holder guide and UKVI compliance policy describe the University's document-checking responsibilities for Student Route students?,multi_document_comparison,hard,Student Guide for UK Visa Holders 2026 | Policy on UKVI Compliance — Student Route,UOL_student_guide_visa_holders.pdf_p4_c2 | UOL_UKVI_complience.pdf_p3_c3,2,UOL_UKVI_complience.pdf_p13_c7,Policy on UKVI Compliance — Student Route,0.7885277,False,False,False,0.0,0.0,False,0.0,0.017266000155359507,UOL_UKVI_complience.pdf_p13_c7 | UOL_UKVI_complience.pdf_p14_c4 | UOL_UKVI_complience.pdf_p6_c1 | UOL_UKVI_complience.pdf_p6_c3 | UOL_UKVI_complience.pdf_p14_c1,Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route | Policy on UKVI Compliance — Student Route,13 | 14 | 6 | 6 | 14,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q091,What different roles do Appendix A and Appendix B play when the University handles a student-conduct case?,multi_document_comparison,hard,Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct1.pdf_p8_c2 | UOL_student_conduct2.pdf_p12_c1,2,UOL_student_conduct1.pdf_p13_c5,Student Conduct Procedures — Appendix A,0.703315,False,False,False,0.0,0.0,False,0.0,0.016271299915388227,UOL_student_conduct1.pdf_p13_c5 | UOL_student_conduct1.pdf_p4_c5 | UOL_student_conduct1.pdf_p23_c5 | UOL_student_conduct1.pdf_p17_c5 | UOL_student_conduct1.pdf_p11_c5,Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,13 | 4 | 23 | 17 | 11,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q092,How do mitigating factors considered under Appendix A relate to the sanctions described in Appendix B?,multi_document_comparison,hard,Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct1.pdf_p21_c4 | UOL_student_conduct2.pdf_p2_c4,2,UOL_student_conduct1.pdf_p15_c2,Student Conduct Procedures — Appendix A,0.5202259,False,False,False,0.0,0.0,False,0.0,0.020107399905100465,UOL_student_conduct1.pdf_p15_c2 | UOL_diversity-equality-opportunity-policy.pdf_p3_c3 | UOL_student_conduct1.pdf_p4_c4 | UOL_undergraduate_handbook.pdf_p40_c10 | UOL_student_conduct2.pdf_p2_c2,"Student Conduct Procedures — Appendix A | University of Liverpool Diversity, Equality and Opportunity Policy | Student Conduct Procedures — Appendix A | University of Liverpool Undergraduate Handbook | Student Conduct Breaches and Indicative Sanctions — Appendix B",15 | 3 | 4 | 40 | 2,Write a comparison question that genuinely requires evidence from both gold documents.
V2Q093,"If a student receives a local disciplinary sanction for abusive conduct in an intimate relationship, what does the conduct framework say about the seriousness of the breach and the grounds for appeal?",multi_document_synthesis,hard,Student Conduct Procedures — Appendix A | Student Conduct Breaches and Indicative Sanctions — Appendix B,UOL_student_conduct1.pdf_p7_c3 | UOL_student_conduct2.pdf_p8_c1,2,UOL_student_conduct2.pdf_p5_c1,Student Conduct Breaches and Indicative Sanctions — Appendix B,0.7192687,False,False,False,0.0,0.0,False,0.0,0.02244620001874864,UOL_student_conduct2.pdf_p5_c1 | UOL_postgraduate_handbook.pdf_p36_c7 | UOL_postgraduate_handbook.pdf_p36_c1 | UOL_student_conduct1.pdf_p27_c1 | UOL_student_conduct1.pdf_p3_c4,Student Conduct Breaches and Indicative Sanctions — Appendix B | University of Liverpool Postgraduate Handbook | University of Liverpool Postgraduate Handbook | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A,5 | 36 | 36 | 27 | 3,Write a question whose complete answer requires combining evidence from both gold documents.
V2Q094,"How can a complaint involving harassment or sexual misconduct move into the student-conduct process, including where the original report is anonymous?",multi_document_synthesis,hard,Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_student_conduct1.pdf_p3_c3",2,UOL_student_conduct1.pdf_p3_c2,Student Conduct Procedures — Appendix A,0.7077085,False,True,True,0.2,0.5,False,0.3333333333333333,0.018701900029554963,"UOL_student_conduct1.pdf_p3_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p7_c4 | UOL_student_conduct1.pdf_p3_c3 | UOL_student_conduct1.pdf_p5_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1",Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure,3 | 7 | 3 | 5 | 9,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q095,"If a harassment or sexual-misconduct complaint is handled as a student-conduct investigation, what engagement is expected from the students involved?",multi_document_synthesis,hard,Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c2 | UOL_student_conduct1.pdf_p12_c3",2,UOL_student_conduct1.pdf_p11_c1,Student Conduct Procedures — Appendix A,0.7293479,False,False,False,0.0,0.0,False,0.0,0.019086400046944618,"UOL_student_conduct1.pdf_p11_c1 | UOL_student_conduct1.pdf_p3_c4 | UOL_student_conduct1.pdf_p13_c4 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1 | UOL_student_conduct1.pdf_p7_c1",Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Conduct Procedures — Appendix A | Student Complaints Policy and Procedure | Student Conduct Procedures — Appendix A,11 | 3 | 13 | 9 | 7,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q096,A student has no independent documentary evidence for an extenuating-circumstances claim. How can University support services help both the claim and the student's wider support needs?,multi_document_synthesis,hard,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p7_c2 | UOL_undergraduate_handbook.pdf_p19_c2,2,UOL_extenuating_circumstances_policy.pdf_p6_c6,University of Liverpool Extenuating Circumstances Policy,0.5210019,False,False,False,0.0,0.0,False,0.0,0.017294800141826272,UOL_extenuating_circumstances_policy.pdf_p6_c6 | UOL_extenuating_circumstances_policy.pdf_p5_c6 | UOL_extenuating_circumstances_policy.pdf_p6_c4 | UOL_extenuating_circumstances_policy.pdf_p8_c4 | UOL_extenuating_circumstances_policy.pdf_p7_c4,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,6 | 5 | 6 | 8 | 7,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q097,"If illness or another unavoidable event is likely to make a student miss an assessment, what immediate academic action and support options should they consider?",multi_document_synthesis,hard,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p3_c4 | UOL_undergraduate_handbook.pdf_p19_c2,2,UOL_extenuating_circumstances_policy.pdf_p3_c3,University of Liverpool Extenuating Circumstances Policy,0.64715207,False,False,False,0.0,0.0,False,0.0,0.019720700103789568,"UOL_extenuating_circumstances_policy.pdf_p3_c3 | UOL_undergraduate_handbook.pdf_p34_c1 | UOL_postgraduate_handbook.pdf_p30_c1 | UOL_extenuating_circumstances_policy.pdf_p2_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p6_c1","University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Extenuating Circumstances Policy | Student Attendance Policy — Revised July 2025, Version 1.3",3 | 34 | 30 | 2 | 6,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q098,"How should a student distinguish foreseeable financial difficulty from circumstances that justify an extenuating-circumstances claim, and what other academic option may be relevant?",multi_document_synthesis,hard,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p2_c6 | UOL_postgraduate_handbook.pdf_p33_c5,2,UOL_extenuating_circumstances_policy.pdf_p2_c4,University of Liverpool Extenuating Circumstances Policy,0.5611234,False,False,False,0.0,0.0,False,0.0,0.015552599914371967,UOL_extenuating_circumstances_policy.pdf_p2_c4 | UOL_extenuating_circumstances_policy.pdf_p12_c3 | UOL_extenuating_circumstances_policy.pdf_p2_c3 | UOL_extenuating_circumstances_policy.pdf_p5_c4 | UOL_extenuating_circumstances_policy.pdf_p2_c5,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy,2 | 12 | 2 | 5 | 2,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q099,How should a student with a long-term health condition think about reasonable adjustments versus interrupting study?,multi_document_synthesis,hard,University of Liverpool Extenuating Circumstances Policy | University of Liverpool Postgraduate Handbook,UOL_extenuating_circumstances_policy.pdf_p5_c4 | UOL_postgraduate_handbook.pdf_p33_c5,2,UOL_extenuating_circumstances_policy.pdf_p2_c3,University of Liverpool Extenuating Circumstances Policy,0.5219127,False,False,True,0.2,0.5,False,0.2,0.015566099900752306,"UOL_extenuating_circumstances_policy.pdf_p2_c3 | UOL_extenuating_circumstances_policy.pdf_p7_c7 | UOL_extenuating_circumstances_policy.pdf_p2_c4 | UOL_StudentAttendancePolicy-REVISEDJUL2025,v1.3.pdf_p2_c1 | UOL_extenuating_circumstances_policy.pdf_p5_c4","University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Extenuating Circumstances Policy | Student Attendance Policy — Revised July 2025, Version 1.3 | University of Liverpool Extenuating Circumstances Policy",2 | 7 | 2 | 2 | 5,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q100,"What must a sponsored student provide for accommodation-fee sponsorship, and what University support may help if they still face financial difficulty?",multi_document_synthesis,hard,University of Liverpool Payment Policy 2026-27 | University of Liverpool Undergraduate Handbook,"UOL_payment_policy_2026,2027.pdf_p9_c1 | UOL_undergraduate_handbook.pdf_p19_c2",2,"UOL_payment_policy_2026,2027.pdf_p9_c1",University of Liverpool Payment Policy 2026-27,0.68235743,True,True,True,0.4,1.0,True,1.0,0.024509300012141466,"UOL_payment_policy_2026,2027.pdf_p9_c1 | UOL_payment_policy_2026,2027.pdf_p3_c1 | UOL_payment_policy_2026,2027.pdf_p2_c1 | UOL_payment_policy_2026,2027.pdf_p8_c5 | UOL_undergraduate_handbook.pdf_p19_c2",University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Payment Policy 2026-27 | University of Liverpool Undergraduate Handbook,9 | 3 | 2 | 8 | 19,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
V2Q101,"How do the equality policy and complaints policy work together when a student experiences discrimination, harassment or sexual misconduct?",multi_document_synthesis,hard,"University of Liverpool Diversity, Equality and Opportunity Policy | Student Complaints Policy and Procedure","UOL_diversity-equality-opportunity-policy.pdf_p5_c3 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p2_c3",2,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1",Student Complaints Policy and Procedure,0.69981813,False,False,False,0.0,0.0,False,0.0,0.023953499970957637,"UOL_Student,Complaints,Policy,and,Procedure.pdf_p9_c1 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p1_c2 | UOL_Student,Complaints,Policy,and,Procedure.pdf_p10_c1 | UOL_diversity-equality-opportunity-policy.pdf_p23_c2 | UOL_diversity-equality-opportunity-policy.pdf_p7_c1","Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | Student Complaints Policy and Procedure | University of Liverpool Diversity, Equality and Opportunity Policy | University of Liverpool Diversity, Equality and Opportunity Policy",9 | 1 | 10 | 23 | 7,Write a question whose complete answer requires combining evidence from both gold documents.
V2Q102,How do the 2025–26 assessment changes clarify the relationship between assessment appeals and other student challenge routes?,multi_document_synthesis,hard,University of Liverpool Code of Practice on Assessment and Appendices 2025-26 — Summary of Changes | University of Liverpool Undergraduate Handbook,"UOL_Code,of,Practice,on,Assessment,and,Appendices,2025-26,Summary,of,Changes.pdf_p4_c4 | UOL_undergraduate_handbook.pdf_p42_c1",2,UOL_postgraduate_handbook.pdf_p37_c10,University of Liverpool Postgraduate Handbook,0.6564621,False,False,False,0.0,0.0,False,0.0,0.019542100140824914,UOL_postgraduate_handbook.pdf_p37_c10 | UOL_extenuating_circumstances_policy.pdf_p13_c1 | UOL_undergraduate_handbook.pdf_p41_c10 | UOL_postgraduate_handbook.pdf_p26_c5 | UOL_extenuating_circumstances_policy.pdf_p14_c1,University of Liverpool Postgraduate Handbook | University of Liverpool Extenuating Circumstances Policy | University of Liverpool Undergraduate Handbook | University of Liverpool Postgraduate Handbook | University of Liverpool Extenuating Circumstances Policy,37 | 13 | 41 | 26 | 14,Write a question whose complete answer requires combining evidence from both gold documents. Evidence pairing manually realigned during final authoring for semantic coherence.
